State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Under Age 18",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Under Age 18",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Ages 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Ages 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Ages 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Ages 0-4",90% CI Lower Bound,90% CI Upper Bound
28,77,MS,Lawrence County,"2,838","2,360","3,316",22.6,18.8,26.4,985,796,"1,174",32.2,26,38.4,655,518,792,29.9,23.6,36.2,35342.00,"32,053","38,631",.,.,.,.,.,.
28,79,MS,Leake County,"5,907","4,939","6,875",27.5,23,32,"2,490","2,021","2,959",42.1,34.2,50,"1,747","1,408","2,086",41.2,33.2,49.2,30062.00,"27,367","32,757",.,.,.,.,.,.
28,81,MS,Lee County,"16,335","14,324","18,346",19.5,17.1,21.9,"6,838","5,958","7,718",31.1,27.1,35.1,"5,058","4,418","5,698",31.7,27.7,35.7,41371.00,"39,226","43,516",.,.,.,.,.,.
28,83,MS,Leflore County,"12,194","10,942","13,446",41.1,36.9,45.3,"4,676","4,052","5,300",55,47.7,62.3,"3,141","2,677","3,605",52,44.3,59.7,25075.00,"22,870","27,280",.,.,.,.,.,.
28,85,MS,Lincoln County,"7,735","6,509","8,961",22.6,19,26.2,"2,684","2,166","3,202",30.5,24.6,36.4,"1,780","1,410","2,150",28.1,22.2,34,35653.00,"32,494","38,812",.,.,.,.,.,.
28,87,MS,Lowndes County,"17,148","15,468","18,828",29.4,26.5,32.3,"5,450","4,627","6,273",37.7,32,43.4,"3,522","2,838","4,206",33.6,27.1,40.1,36626.00,"33,056","40,196",.,.,.,.,.,.
28,89,MS,Madison County,"14,044","12,119","15,969",14.5,12.5,16.5,"5,010","4,112","5,908",19.5,16,23,"3,434","2,771","4,097",18.1,14.6,21.6,60387.00,"55,877","64,897",.,.,.,.,.,.
28,91,MS,Marion County,"6,825","5,700","7,950",26.6,22.2,31,"2,548","2,072","3,024",39,31.7,46.3,"1,769","1,428","2,110",37.7,30.4,45,31334.00,"28,755","33,913",.,.,.,.,.,.
28,93,MS,Marshall County,"9,460","8,012","10,908",27.3,23.1,31.5,"3,394","2,832","3,956",41,34.2,47.8,"2,222","1,802","2,642",37.1,30.1,44.1,33423.00,"30,823","36,023",.,.,.,.,.,.
28,95,MS,Monroe County,"7,799","6,665","8,933",21.7,18.5,24.9,"2,729","2,295","3,163",32.4,27.2,37.6,"1,869","1,544","2,194",29.7,24.5,34.9,36089.00,"33,125","39,053",.,.,.,.,.,.
28,97,MS,Montgomery County,"2,871","2,352","3,390",27.3,22.4,32.2,958,766,"1,150",38.8,31,46.6,663,528,798,36.9,29.4,44.4,29863.00,"26,959","32,767",.,.,.,.,.,.
28,99,MS,Neshoba County,"6,923","5,855","7,991",23.6,20,27.2,"3,035","2,506","3,564",35.8,29.6,42,"1,976","1,562","2,390",32.4,25.6,39.2,34881.00,"31,659","38,103",.,.,.,.,.,.
28,101,MS,Newton County,"4,666","3,849","5,483",22.1,18.2,26,"1,715","1,367","2,063",31,24.7,37.3,"1,211",966,"1,456",30.3,24.2,36.4,33333.00,"30,584","36,082",.,.,.,.,.,.
28,103,MS,Noxubee County,"3,741","3,077","4,405",33.9,27.9,39.9,"1,414","1,133","1,695",47.6,38.1,57.1,975,773,"1,177",44.7,35.4,54,26021.00,"23,729","28,313",.,.,.,.,.,.
28,105,MS,Oktibbeha County,"14,765","13,092","16,438",33.6,29.8,37.4,"3,320","2,814","3,826",38.5,32.6,44.4,"2,348","1,993","2,703",39.1,33.2,45,32132.00,"29,124","35,140",.,.,.,.,.,.
28,107,MS,Panola County,"9,470","7,919","11,021",27.7,23.2,32.2,"3,766","3,066","4,466",41.4,33.7,49.1,"2,615","2,105","3,125",40.1,32.3,47.9,33489.00,"30,538","36,440",.,.,.,.,.,.
28,109,MS,Pearl River County,"14,170","12,420","15,920",26.2,23,29.4,"4,817","4,104","5,530",36.7,31.3,42.1,"3,374","2,837","3,911",35.4,29.8,41,36001.00,"32,950","39,052",.,.,.,.,.,.
28,111,MS,Perry County,"2,836","2,323","3,349",23.7,19.4,28,"1,069",876,"1,262",36.9,30.2,43.6,723,584,862,34.3,27.7,40.9,33667.00,"30,680","36,654",.,.,.,.,.,.
28,113,MS,Pike County,"10,613","8,901","12,325",27.1,22.7,31.5,"4,273","3,450","5,096",40.4,32.6,48.2,"2,955","2,351","3,559",38.7,30.8,46.6,32196.00,"29,852","34,540",.,.,.,.,.,.
28,115,MS,Pontotoc County,"5,435","4,511","6,359",18,14.9,21.1,"1,995","1,585","2,405",25.4,20.2,30.6,"1,434","1,143","1,725",24.7,19.7,29.7,39710.00,"36,437","42,983",.,.,.,.,.,.
28,117,MS,Prentiss County,"5,549","4,560","6,538",22.7,18.6,26.8,"1,934","1,561","2,307",33.1,26.7,39.5,"1,290","1,020","1,560",30.9,24.4,37.4,33705.00,"30,543","36,867",.,.,.,.,.,.
28,119,MS,Quitman County,"2,922","2,417","3,427",38.3,31.7,44.9,"1,106",883,"1,329",55.1,44,66.2,773,613,933,53.4,42.3,64.5,24117.00,"21,852","26,382",.,.,.,.,.,.
28,121,MS,Rankin County,"18,780","16,242","21,318",13.4,11.6,15.2,"6,527","5,405","7,649",18.3,15.1,21.5,"4,647","3,831","5,463",17.9,14.8,21,56101.00,"53,050","59,152",.,.,.,.,.,.
28,123,MS,Scott County,"6,279","5,135","7,423",22.5,18.4,26.6,"2,569","2,065","3,073",33.9,27.2,40.6,"1,782","1,416","2,148",33.6,26.7,40.5,32989.00,"30,597","35,381",.,.,.,.,.,.
28,125,MS,Sharkey County,"1,898","1,562","2,234",40.2,33.1,47.3,708,565,851,58.1,46.4,69.8,488,385,591,56.1,44.2,68,26139.00,"23,611","28,667",.,.,.,.,.,.
28,127,MS,Simpson County,"7,117","5,929","8,305",26.6,22.2,31,"2,519","2,031","3,007",36.8,29.7,43.9,"1,732","1,376","2,088",35.2,28,42.4,34538.00,"31,695","37,381",.,.,.,.,.,.
28,129,MS,Smith County,"3,682","3,035","4,329",22.7,18.7,26.7,"1,383","1,140","1,626",34.4,28.4,40.4,881,698,"1,064",29.7,23.5,35.9,34678.00,"31,551","37,805",.,.,.,.,.,.
28,131,MS,Stone County,"3,554","2,912","4,196",21.4,17.5,25.3,"1,165",913,"1,417",28.5,22.3,34.7,808,628,988,27.1,21.1,33.1,41097.00,"37,961","44,233",.,.,.,.,.,.
28,133,MS,Sunflower County,"10,903","9,521","12,285",45,39.3,50.7,"3,934","3,388","4,480",58.4,50.3,66.5,"2,583","2,136","3,030",53.7,44.4,63,25272.00,"23,212","27,332",.,.,.,.,.,.
28,135,MS,Tallahatchie County,"4,858","3,895","5,821",38.4,30.8,46,"1,525","1,218","1,832",46.6,37.2,56,"1,011",785,"1,237",43.6,33.9,53.3,27121.00,"24,624","29,618",.,.,.,.,.,.
28,137,MS,Tate County,"4,898","3,927","5,869",18,14.4,21.6,"1,841","1,426","2,256",26,20.1,31.9,"1,288",993,"1,583",24.4,18.8,30,40811.00,"37,777","43,845",.,.,.,.,.,.
28,139,MS,Tippah County,"4,760","3,935","5,585",22,18.2,25.8,"1,672","1,342","2,002",30.8,24.7,36.9,"1,133",895,"1,371",28.5,22.5,34.5,34142.00,"30,927","37,357",.,.,.,.,.,.
28,141,MS,Tishomingo County,"3,784","3,078","4,490",19.7,16,23.4,"1,268","1,020","1,516",29.1,23.4,34.8,875,694,"1,056",26.8,21.3,32.3,34223.00,"31,579","36,867",.,.,.,.,.,.
28,143,MS,Tunica County,"3,251","2,644","3,858",31.4,25.5,37.3,"1,477","1,165","1,789",47.1,37.2,57,"1,058",834,"1,282",47.1,37.1,57.1,30200.00,"27,912","32,488",.,.,.,.,.,.
28,145,MS,Union County,"4,872","4,125","5,619",18,15.2,20.8,"1,891","1,602","2,180",27.4,23.2,31.6,"1,208",973,"1,443",24,19.3,28.7,40337.00,"36,804","43,870",.,.,.,.,.,.
28,147,MS,Walthall County,"4,508","3,722","5,294",30.2,24.9,35.5,"1,607","1,276","1,938",42.6,33.8,51.4,"1,114",879,"1,349",39.5,31.2,47.8,28920.00,"26,203","31,637",.,.,.,.,.,.
28,149,MS,Warren County,"11,113","9,658","12,568",23.4,20.3,26.5,"4,555","3,842","5,268",38.2,32.2,44.2,"2,988","2,448","3,528",34.1,27.9,40.3,38911.00,"35,709","42,113",.,.,.,.,.,.
28,151,MS,Washington County,"18,448","16,639","20,257",37.5,33.8,41.2,"7,475","6,630","8,320",55.4,49.1,61.7,"5,352","4,755","5,949",54.4,48.3,60.5,28444.00,"25,847","31,041",.,.,.,.,.,.
28,153,MS,Wayne County,"5,113","4,181","6,045",24.9,20.4,29.4,"1,873","1,481","2,265",35.8,28.3,43.3,"1,256",974,"1,538",32.4,25.1,39.7,33140.00,"29,927","36,353",.,.,.,.,.,.
28,155,MS,Webster County,"2,014","1,624","2,404",20.2,16.3,24.1,746,591,901,31,24.6,37.4,518,405,631,28.6,22.4,34.8,35278.00,"32,426","38,130",.,.,.,.,.,.
28,157,MS,Wilkinson County,"2,846","2,267","3,425",34.2,27.2,41.2,896,710,"1,082",43.1,34.2,52,627,495,759,42.3,33.4,51.2,26894.00,"24,265","29,523",.,.,.,.,.,.
28,159,MS,Winston County,"5,459","4,695","6,223",29.4,25.3,33.5,"2,008","1,684","2,332",44,36.9,51.1,"1,286","1,036","1,536",39.4,31.7,47.1,32128.00,"29,164","35,092",.,.,.,.,.,.
28,161,MS,Yalobusha County,"2,750","2,190","3,310",22.5,17.9,27.1,"1,016",794,"1,238",34.9,27.3,42.5,710,550,870,33.4,25.9,40.9,32164.00,"29,227","35,101",.,.,.,.,.,.
28,163,MS,Yazoo County,"9,104","7,605","10,603",38.4,32.1,44.7,"3,257","2,691","3,823",48.2,39.8,56.6,"2,251","1,841","2,661",46.5,38,55,28499.00,"25,755","31,243",.,.,.,.,.,.
29,0,MO,Missouri,"945,435","928,975","961,895",16.2,15.9,16.5,"310,382","301,946","318,818",22.6,22,23.2,"205,173","197,856","212,490",20.6,19.9,21.3,45320.00,"44,909","45,731","98,447","94,270","102,624",26.7,25.6,27.8
29,1,MO,Adair County,"5,477","4,486","6,468",24.2,19.8,28.6,"1,176",917,"1,435",25.5,19.9,31.1,781,598,964,23.5,18,29,32870.00,"30,127","35,613",.,.,.,.,.,.
29,3,MO,Andrew County,"1,558","1,204","1,912",9.1,7,11.2,553,425,681,13.9,10.7,17.1,375,284,466,12.3,9.3,15.3,55638.00,"51,090","60,186",.,.,.,.,.,.
29,5,MO,Atchison County,645,507,783,11.9,9.4,14.4,171,132,210,16,12.4,19.6,114,87,141,14.6,11.1,18.1,45187.00,"41,116","49,258",.,.,.,.,.,.
29,7,MO,Audrain County,"4,784","3,996","5,572",20.3,17,23.6,"1,770","1,404","2,136",29.4,23.3,35.5,"1,153",890,"1,416",27.4,21.1,33.7,38570.00,"35,298","41,842",.,.,.,.,.,.
29,9,MO,Barry County,"8,207","7,041","9,373",23.4,20.1,26.7,"2,768","2,280","3,256",33.7,27.8,39.6,"1,842","1,466","2,218",30.9,24.6,37.2,34712.00,"31,894","37,530",.,.,.,.,.,.
29,11,MO,Barton County,"2,219","1,778","2,660",18.2,14.6,21.8,846,659,"1,033",27.4,21.3,33.5,572,441,703,24.2,18.7,29.7,37460.00,"34,411","40,509",.,.,.,.,.,.
29,13,MO,Bates County,"2,908","2,425","3,391",17.8,14.8,20.8,971,769,"1,173",24.9,19.7,30.1,666,519,813,23,17.9,28.1,39382.00,"36,036","42,728",.,.,.,.,.,.
29,15,MO,Benton County,"3,961","3,277","4,645",21.2,17.5,24.9,"1,100",855,"1,345",34.1,26.5,41.7,762,583,941,31.2,23.9,38.5,32409.00,"30,207","34,611",.,.,.,.,.,.
29,17,MO,Bollinger County,"2,353","1,890","2,816",19.2,15.4,23,769,597,941,27.7,21.5,33.9,523,400,646,25.9,19.8,32,37664.00,"34,499","40,829",.,.,.,.,.,.
29,19,MO,Boone County,"28,685","25,830","31,540",18,16.2,19.8,"5,724","4,493","6,955",16.9,13.3,20.5,"3,781","2,899","4,663",15.9,12.2,19.6,45885.00,"42,470","49,300",.,.,.,.,.,.
29,21,MO,Buchanan County,"16,350","14,220","18,480",19.2,16.7,21.7,"5,071","4,162","5,980",25,20.5,29.5,"3,325","2,632","4,018",23.4,18.5,28.3,41774.00,"39,089","44,459",.,.,.,.,.,.
29,23,MO,Butler County,"9,258","7,597","10,919",21.9,18,25.8,"3,252","2,559","3,945",33.3,26.2,40.4,"2,201","1,695","2,707",31,23.9,38.1,34414.00,"32,116","36,712",.,.,.,.,.,.
29,25,MO,Caldwell County,"1,375","1,116","1,634",15.4,12.5,18.3,471,369,573,21.9,17.2,26.6,325,252,398,19.9,15.4,24.4,40814.00,"37,133","44,495",.,.,.,.,.,.
29,27,MO,Callaway County,"6,095","4,984","7,206",15.1,12.3,17.9,"1,933","1,515","2,351",20.6,16.1,25.1,"1,276",982,"1,570",18.6,14.3,22.9,44391.00,"40,951","47,831",.,.,.,.,.,.
29,29,MO,Camden County,"6,926","5,729","8,123",16,13.2,18.8,"2,199","1,716","2,682",27.7,21.6,33.8,"1,510","1,159","1,861",25.5,19.6,31.4,41858.00,"39,429","44,287",.,.,.,.,.,.
29,31,MO,Cape Girardeau County,"11,132","9,501","12,763",15.2,13,17.4,"3,018","2,375","3,661",18.7,14.7,22.7,"2,055","1,593","2,517",17.7,13.7,21.7,45979.00,"43,929","48,029",.,.,.,.,.,.
29,33,MO,Carroll County,"1,462","1,158","1,766",16.3,12.9,19.7,505,392,618,24.4,19,29.8,336,258,414,21.5,16.5,26.5,41139.00,"37,521","44,757",.,.,.,.,.,.
29,35,MO,Carter County,"1,647","1,329","1,965",26.5,21.4,31.6,602,475,729,40.4,31.9,48.9,414,320,508,38.5,29.8,47.2,29156.00,"26,358","31,954",.,.,.,.,.,.
29,37,MO,Cass County,"9,189","7,615","10,763",9.3,7.7,10.9,"3,372","2,683","4,061",13.4,10.7,16.1,"2,290","1,787","2,793",12.1,9.4,14.8,56402.00,"53,014","59,790",.,.,.,.,.,.
29,39,MO,Cedar County,"3,046","2,428","3,664",22.4,17.9,26.9,"1,091",835,"1,347",35,26.8,43.2,763,578,948,32.2,24.4,40,32077.00,"29,349","34,805",.,.,.,.,.,.
29,41,MO,Chariton County,"1,086",883,"1,289",14.6,11.9,17.3,341,264,418,20.3,15.7,24.9,227,172,282,18.6,14.1,23.1,41066.00,"37,628","44,504",.,.,.,.,.,.
29,43,MO,Christian County,"9,798","8,174","11,422",12.4,10.3,14.5,"3,702","2,974","4,430",17.9,14.4,21.4,"2,409","1,899","2,919",15.7,12.4,19,52413.00,"50,031","54,795",.,.,.,.,.,.
29,45,MO,Clark County,"1,085",857,"1,313",15.9,12.6,19.2,375,291,459,23.9,18.5,29.3,256,195,317,22.4,17,27.8,38650.00,"35,115","42,185",.,.,.,.,.,.
29,47,MO,Clay County,"19,965","17,036","22,894",8.9,7.6,10.2,"6,982","5,757","8,207",12.4,10.2,14.6,"4,677","3,803","5,551",11.5,9.4,13.6,58151.00,"54,683","61,619",.,.,.,.,.,.
29,49,MO,Clinton County,"2,216","1,774","2,658",11.1,8.9,13.3,803,618,988,16.3,12.5,20.1,539,407,671,14.5,10.9,18.1,55392.00,"51,136","59,648",.,.,.,.,.,.
29,51,MO,Cole County,"9,662","8,105","11,219",13.6,11.4,15.8,"3,087","2,487","3,687",17.8,14.3,21.3,"1,969","1,539","2,399",15.7,12.3,19.1,51555.00,"48,552","54,558",.,.,.,.,.,.
29,53,MO,Cooper County,"2,551","2,083","3,019",16,13.1,18.9,802,632,972,21.5,16.9,26.1,534,414,654,19.4,15.1,23.7,42857.00,"39,038","46,676",.,.,.,.,.,.
29,55,MO,Crawford County,"5,578","4,712","6,444",22.9,19.4,26.4,"1,901","1,516","2,286",32.4,25.8,39,"1,259",980,"1,538",29.2,22.7,35.7,34840.00,"31,797","37,883",.,.,.,.,.,.
29,57,MO,Dade County,"1,262","1,007","1,517",17,13.6,20.4,449,346,552,27.5,21.2,33.8,306,232,380,24.2,18.3,30.1,34416.00,"31,996","36,836",.,.,.,.,.,.
29,59,MO,Dallas County,"3,763","3,085","4,441",22.7,18.6,26.8,"1,296","1,014","1,578",32.9,25.7,40.1,900,700,"1,100",31.4,24.4,38.4,33997.00,"30,939","37,055",.,.,.,.,.,.
29,61,MO,Daviess County,"1,543","1,274","1,812",19.2,15.9,22.5,605,473,737,29.5,23.1,35.9,413,319,507,27.2,21,33.4,39549.00,"36,676","42,422",.,.,.,.,.,.
29,63,MO,DeKalb County,"1,782","1,391","2,173",19,14.8,23.2,377,290,464,17.2,13.2,21.2,257,195,319,16,12.1,19.9,42004.00,"37,928","46,080",.,.,.,.,.,.
29,65,MO,Dent County,"3,075","2,466","3,684",20,16,24,"1,072",824,"1,320",30.5,23.4,37.6,737,557,917,28.6,21.6,35.6,33413.00,"30,367","36,459",.,.,.,.,.,.
29,67,MO,Douglas County,"3,217","2,570","3,864",24,19.2,28.8,"1,081",843,"1,319",38,29.6,46.4,747,577,917,35.7,27.6,43.8,30550.00,"28,074","33,026",.,.,.,.,.,.
29,69,MO,Dunklin County,"8,415","7,119","9,711",27.1,22.9,31.3,"2,951","2,365","3,537",37,29.6,44.4,"2,016","1,576","2,456",35.1,27.4,42.8,29976.00,"27,750","32,202",.,.,.,.,.,.
29,71,MO,Franklin County,"13,732","11,845","15,619",13.7,11.8,15.6,"4,540","3,773","5,307",19.1,15.9,22.3,"2,885","2,343","3,427",16.5,13.4,19.6,45061.00,"42,106","48,016",.,.,.,.,.,.
29,73,MO,Gasconade County,"2,347","1,969","2,725",16,13.4,18.6,685,544,826,22.3,17.7,26.9,445,347,543,19.2,15,23.4,40723.00,"37,409","44,037",.,.,.,.,.,.
29,75,MO,Gentry County,970,771,"1,169",14.6,11.6,17.6,354,273,435,21.5,16.6,26.4,243,183,303,20.5,15.4,25.6,38661.00,"35,321","42,001",.,.,.,.,.,.
29,77,MO,Greene County,"47,855","43,514","52,196",17.8,16.2,19.4,"13,372","11,333","15,411",23.3,19.7,26.9,"8,781","7,281","10,281",21.8,18.1,25.5,40570.00,"38,714","42,426",.,.,.,.,.,.
29,79,MO,Grundy County,"1,790","1,416","2,164",18,14.2,21.8,670,514,826,27.8,21.3,34.3,438,329,547,25.7,19.3,32.1,35256.00,"32,452","38,060",.,.,.,.,.,.
29,81,MO,Harrison County,"1,519","1,185","1,853",17.7,13.8,21.6,605,465,745,29.1,22.4,35.8,409,311,507,27.4,20.9,33.9,37053.00,"34,074","40,032",.,.,.,.,.,.
29,83,MO,Henry County,"3,613","2,943","4,283",16.6,13.5,19.7,"1,282","1,004","1,560",26.9,21.1,32.7,864,661,"1,067",24.8,19,30.6,41189.00,"38,293","44,085",.,.,.,.,.,.
29,85,MO,Hickory County,"2,239","1,784","2,694",24.1,19.2,29,644,494,794,41.5,31.9,51.1,450,341,559,38.9,29.5,48.3,30163.00,"27,644","32,682",.,.,.,.,.,.
29,87,MO,Holt County,706,580,832,15.5,12.7,18.3,189,148,230,20.5,16,25,124,95,153,18.6,14.2,23,40036.00,"36,225","43,847",.,.,.,.,.,.
29,89,MO,Howard County,"1,648","1,363","1,933",17.4,14.4,20.4,518,414,622,24.4,19.5,29.3,344,270,418,22.2,17.4,27,37742.00,"34,470","41,014",.,.,.,.,.,.
29,91,MO,Howell County,"8,418","7,152","9,684",21.1,17.9,24.3,"3,075","2,452","3,698",31.6,25.2,38,"2,050","1,569","2,531",29.2,22.4,36,32492.00,"30,076","34,908",.,.,.,.,.,.
29,93,MO,Iron County,"2,365","1,907","2,823",23.5,18.9,28.1,792,616,968,34.8,27,42.6,541,416,666,33.1,25.4,40.8,34913.00,"32,829","36,997",.,.,.,.,.,.
29,95,MO,Jackson County,"124,513","117,636","131,390",18.7,17.7,19.7,"43,755","40,128","47,382",27.3,25,29.6,"27,050","24,052","30,048",23.8,21.2,26.4,44634.00,"43,041","46,227",.,.,.,.,.,.
29,97,MO,Jasper County,"21,019","18,606","23,432",18.7,16.6,20.8,"7,031","5,874","8,188",24.6,20.6,28.6,"4,620","3,735","5,505",22.9,18.5,27.3,37743.00,"35,606","39,880",.,.,.,.,.,.
29,99,MO,Jefferson County,"23,987","21,071","26,903",11,9.7,12.3,"7,469","6,070","8,868",14.2,11.5,16.9,"4,979","3,911","6,047",13,10.2,15.8,53013.00,"50,862","55,164",.,.,.,.,.,.
29,101,MO,Johnson County,"8,505","7,208","9,802",16.9,14.3,19.5,"2,360","1,914","2,806",20.1,16.3,23.9,"1,488","1,157","1,819",18.1,14.1,22.1,44742.00,"41,155","48,329",.,.,.,.,.,.
29,103,MO,Knox County,801,638,964,20.1,16,24.2,319,245,393,32.7,25.1,40.3,216,163,269,29.9,22.6,37.2,33164.00,"30,312","36,016",.,.,.,.,.,.
29,105,MO,Laclede County,"7,328","6,239","8,417",21,17.9,24.1,"2,722","2,260","3,184",31.8,26.4,37.2,"1,924","1,602","2,246",31,25.8,36.2,36670.00,"33,539","39,801",.,.,.,.,.,.
29,107,MO,Lafayette County,"4,481","3,651","5,311",13.9,11.3,16.5,"1,598","1,270","1,926",21,16.7,25.3,"1,034",801,"1,267",18.1,14,22.2,46765.00,"42,928","50,602",.,.,.,.,.,.
29,109,MO,Lawrence County,"7,396","6,290","8,502",19.6,16.7,22.5,"2,701","2,179","3,223",27.9,22.5,33.3,"1,805","1,430","2,180",25.2,20,30.4,35385.00,"32,451","38,319",.,.,.,.,.,.
29,111,MO,Lewis County,"1,522","1,200","1,844",16.1,12.7,19.5,555,424,686,24.5,18.7,30.3,377,283,471,22.6,17,28.2,41204.00,"37,904","44,504",.,.,.,.,.,.
29,113,MO,Lincoln County,"6,488","5,317","7,659",12.3,10.1,14.5,"2,425","1,920","2,930",17.2,13.6,20.8,"1,634","1,272","1,996",15.8,12.3,19.3,53542.00,"49,854","57,230",.,.,.,.,.,.
29,115,MO,Linn County,"1,955","1,547","2,363",15.9,12.6,19.2,691,530,852,23.9,18.3,29.5,478,360,596,22.1,16.6,27.6,36602.00,"33,775","39,429",.,.,.,.,.,.
29,117,MO,Livingston County,"2,339","1,879","2,799",17.2,13.8,20.6,751,583,919,24,18.6,29.4,508,390,626,22,16.9,27.1,39399.00,"36,014","42,784",.,.,.,.,.,.
29,119,MO,McDonald County,"5,570","4,699","6,441",24.7,20.8,28.6,"2,236","1,832","2,640",36.6,30,43.2,"1,448","1,154","1,742",32.1,25.6,38.6,32618.00,"30,006","35,230",.,.,.,.,.,.
29,121,MO,Macon County,"2,612","2,136","3,088",17.2,14.1,20.3,939,743,"1,135",25.9,20.5,31.3,651,513,789,24.1,19,29.2,36801.00,"33,676","39,926",.,.,.,.,.,.
29,123,MO,Madison County,"2,362","1,839","2,885",19.4,15.1,23.7,869,668,"1,070",30.8,23.7,37.9,591,449,733,29,22,36,33280.00,"30,471","36,089",.,.,.,.,.,.
29,125,MO,Maries County,"1,420","1,114","1,726",16,12.6,19.4,498,384,612,25.8,19.9,31.7,342,261,423,23.2,17.7,28.7,41258.00,"38,017","44,499",.,.,.,.,.,.
29,127,MO,Marion County,"4,794","3,933","5,655",17.5,14.4,20.6,"1,685","1,336","2,034",25.4,20.1,30.7,"1,119",869,"1,369",23.3,18.1,28.5,40726.00,"38,121","43,331",.,.,.,.,.,.
29,129,MO,Mercer County,572,453,691,15.6,12.4,18.8,198,153,243,21.7,16.8,26.6,134,102,166,19.6,14.9,24.3,38007.00,"34,600","41,414",.,.,.,.,.,.
29,131,MO,Miller County,"5,107","4,250","5,964",20.9,17.4,24.4,"1,840","1,480","2,200",31.4,25.3,37.5,"1,311","1,064","1,558",30.3,24.6,36,36070.00,"32,852","39,288",.,.,.,.,.,.
29,133,MO,Mississippi County,"3,362","2,633","4,091",27,21.1,32.9,"1,197",918,"1,476",38.4,29.5,47.3,833,631,"1,035",38.1,28.8,47.4,28412.00,"25,874","30,950",.,.,.,.,.,.
29,135,MO,Moniteau County,"1,906","1,499","2,313",13.3,10.5,16.1,733,560,906,19.4,14.8,24,516,391,641,18.6,14.1,23.1,42684.00,"40,016","45,352",.,.,.,.,.,.
29,137,MO,Monroe County,"1,442","1,187","1,697",16.8,13.8,19.8,502,404,600,26.4,21.2,31.6,359,289,429,25,20.1,29.9,39286.00,"35,956","42,616",.,.,.,.,.,.
29,139,MO,Montgomery County,"2,018","1,657","2,379",17.5,14.4,20.6,671,525,817,25,19.6,30.4,461,356,566,23.7,18.3,29.1,39493.00,"35,953","43,033",.,.,.,.,.,.
29,141,MO,Morgan County,"4,373","3,558","5,188",22.2,18.1,26.3,"1,504","1,179","1,829",35.5,27.8,43.2,"1,019",786,"1,252",33.3,25.7,40.9,33618.00,"31,018","36,218",.,.,.,.,.,.
29,143,MO,New Madrid County,"4,691","3,912","5,470",25.9,21.6,30.2,"1,713","1,422","2,004",40.4,33.5,47.3,"1,125",912,"1,338",36,29.2,42.8,34544.00,"31,380","37,708",.,.,.,.,.,.
29,145,MO,Newton County,"9,603","8,173","11,033",16.6,14.1,19.1,"3,303","2,632","3,974",23.1,18.4,27.8,"2,221","1,738","2,704",20.9,16.4,25.4,41623.00,"38,361","44,885",.,.,.,.,.,.
29,147,MO,Nodaway County,"4,137","3,563","4,711",20.8,17.9,23.7,696,559,833,17.5,14.1,20.9,457,362,552,15.8,12.5,19.1,40296.00,"36,453","44,139",.,.,.,.,.,.
29,149,MO,Oregon County,"3,001","2,463","3,539",27.7,22.7,32.7,988,785,"1,191",41.5,33,50,692,547,837,39.7,31.3,48.1,28146.00,"25,436","30,856",.,.,.,.,.,.
29,151,MO,Osage County,"1,486","1,207","1,765",11.1,9,13.2,427,331,523,13,10.1,15.9,289,221,357,11.6,8.9,14.3,49989.00,"46,023","53,955",.,.,.,.,.,.
29,153,MO,Ozark County,"2,397","1,927","2,867",25.2,20.2,30.2,731,566,896,40.1,31,49.2,489,371,607,35.3,26.8,43.8,31430.00,"29,385","33,475",.,.,.,.,.,.
29,155,MO,Pemiscot County,"5,471","4,569","6,373",30.7,25.6,35.8,"2,257","1,859","2,655",46.7,38.5,54.9,"1,509","1,216","1,802",43.3,34.9,51.7,30295.00,"28,143","32,447",.,.,.,.,.,.
29,157,MO,Perry County,"2,122","1,646","2,598",11.4,8.9,13.9,750,576,924,16.6,12.8,20.4,515,390,640,15.2,11.5,18.9,47227.00,"44,375","50,079",.,.,.,.,.,.
29,159,MO,Pettis County,"7,178","6,119","8,237",17.4,14.8,20,"2,489","1,930","3,048",24,18.6,29.4,"1,701","1,301","2,101",22.9,17.5,28.3,37255.00,"34,883","39,627",.,.,.,.,.,.
29,161,MO,Phelps County,"8,493","7,191","9,795",20.3,17.2,23.4,"2,353","1,874","2,832",25.6,20.4,30.8,"1,577","1,239","1,915",23.9,18.8,29,38999.00,"36,253","41,745",.,.,.,.,.,.
29,163,MO,Pike County,"3,087","2,441","3,733",19,15,23,993,768,"1,218",25.6,19.8,31.4,685,521,849,24.8,18.9,30.7,38919.00,"36,100","41,738",.,.,.,.,.,.
29,165,MO,Platte County,"6,401","5,153","7,649",7,5.6,8.4,"2,078","1,622","2,534",9.6,7.5,11.7,"1,353","1,041","1,665",8.5,6.5,10.5,67299.00,"63,144","71,454",.,.,.,.,.,.
